Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.01       1/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [13]
                0.00    0.01       1/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [22]
                0.00    0.00       5/5           addEdge(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, int, int) [51]
                0.00    0.00       1/2           std::allocator<std::vector<int, std::allocator<int> > >::allocator() [149]
                0.00    0.00       1/6           std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [136]
-----------------------------------------------
                0.04    0.18       1/1           main [1]
[2]     90.7    0.04    0.18       1         findSCCs(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [2]
                0.00    0.07 1000000/1000000     DFSUtil(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [3]
                0.00    0.03  999995/999995      fillOrder(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::deque<int, std::allocator<int> >&) [7]
                0.00    0.03 2000000/4000010     std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [4]
                0.00    0.02       1/1           transposeGraph(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [16]
                0.00    0.01 1000000/3000000     std::vector<int, std::allocator<int> >::~vector() [10]
                0.00    0.01       1/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [22]
                0.00    0.00 2000000/5000015     bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [26]
                0.00    0.00 1000000/3000000     std::vector<int, std::allocator<int> >::vector() [31]
                0.00    0.00 1000000/5000010     std::vector<int, std::allocator<int> >::begin() [46]
                0.00    0.00 1000000/5000010     std::vector<int, std::allocator<int> >::end() [45]
                0.00    0.00       1/4000011     std::vector<bool, std::allocator<bool> >::begin() [8]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [53]
                0.00    0.00 2000000/2000010     std::_Bit_reference::operator bool() const [83]
                0.00    0.00 1000001/1000001     std::deque<int, std::allocator<int> >::empty() const [95]
                0.00    0.00 1000000/1000000     std::deque<int, std::allocator<int> >::front() [102]
                0.00    0.00 1000000/1000000     std::deque<int, std::allocator<int> >::pop_front() [103]
                0.00    0.00 1000000/1000015     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [91]
                0.00    0.00 1000000/1000015     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [90]
                0.00    0.00       1/1           std::deque<int, std::allocator<int> >::deque() [198]
                0.00    0.00       1/1           std::allocator<bool>::allocator() [175]
                0.00    0.00       1/1           std::allocator<bool>::~allocator() [176]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::end() [201]
                0.00    0.00       1/1           void std::fill<std::_Bit_iterator, bool>(std::_Bit_iterator, std::_Bit_iterator, bool const&) [203]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::~vector() [202]
                0.00    0.00       1/1           std::deque<int, std::allocator<int> >::~deque() [199]
-----------------------------------------------
                0.00    0.07 1000000/1000000     findSCCs(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [2]
[3]     28.3    0.00    0.07 1000000         DFSUtil(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [3]
                0.00    0.05 1000000/1000010     std::vector<int, std::allocator<int> >::push_back(int const&) [5]
                0.00    0.02 1000005/4000010     std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [4]
                0.00    0.00 1000000/3000010     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [30]
                0.00    0.00 1000005/5000015     bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [26]
                0.00    0.00 1000000/5000010     std::vector<int, std::allocator<int> >::begin() [46]
                0.00    0.00 1000000/5000010     std::vector<int, std::allocator<int> >::end() [45]
                0.00    0.00 1000000/2000000     std::_Bit_reference::operator=(bool) [84]
                0.00    0.00       5/1000015     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [91]
                0.00    0.00       5/2000010     std::_Bit_reference::operator bool() const [83]
                0.00    0.00       5/1000015     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [90]
-----------------------------------------------
                0.00    0.02 1000005/4000010     fillOrder(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::deque<int, std::allocator<int> >&) [7]
                0.00    0.02 1000005/4000010     DFSUtil(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [3]
                0.00    0.03 2000000/4000010     findSCCs(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [2]
[4]     25.0    0.00    0.06 4000010         std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [4]
                0.00    0.03 4000010/4000010     std::_Bit_iterator::operator[](long) const [9]
                0.03    0.00 4000010/4000011     std::vector<bool, std::allocator<bool> >::begin() [8]
-----------------------------------------------
                0.00    0.00       5/1000010     addEdge(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, int, int) [51]
                0.00    0.00       5/1000010     transposeGraph(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [16]
                0.00    0.05 1000000/1000010     DFSUtil(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [3]
[5]     19.0    0.00    0.05 1000010         std::vector<int, std::allocator<int> >::push_back(int const&) [5]
                0.02    0.02 1000010/1000010     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [6]
                0.00    0.00 1000010/5000010     std::vector<int, std::allocator<int> >::end() [45]
-----------------------------------------------
                0.02    0.02 1000010/1000010     std::vector<int, std::allocator<int> >::push_back(int const&) [5]
[6]     18.6    0.02    0.02 1000010         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [6]
                0.00    0.01 1000010/1000010     std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [38]
                0.01    0.00 1000010/2000010     void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [19]
                0.00    0.00 2000020/5000020     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [42]
                0.00    0.00 1000010/4000010     std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [43]
                0.00    0.00 1000010/5000010     std::vector<int, std::allocator<int> >::begin() [46]
                0.00    0.00 1000010/5007843     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [41]
                0.00    0.00 2000020/14000070     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [60]
                0.00    0.00 2000020/2000020     std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [79]
                0.00    0.00 1000010/1000010     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [92]
                0.00    0.00 1000010/1000010     std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [93]
-----------------------------------------------
                                   5             fillOrder(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::deque<int, std::allocator<int> >&) [7]
                0.00    0.03  999995/999995      findSCCs(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [2]
[7]     13.3    0.00    0.03  999995+5       fillOrder(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::deque<int, std::allocator<int> >&) [7]
                0.00    0.02 1000005/4000010     std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [4]
                0.00    0.01 1000000/1000000     std::deque<int, std::allocator<int> >::push_front(int const&) [39]
                0.00    0.00 1000000/3000010     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [30]
                0.00    0.00 1000005/5000015     bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [26]
                0.00    0.00 1000000/5000010     std::vector<int, std::allocator<int> >::begin() [46]
                0.00    0.00 1000000/5000010     std::vector<int, std::allocator<int> >::end() [45]
                0.00    0.00 1000000/2000000     std::_Bit_reference::operator=(bool) [84]
                0.00    0.00       5/1000015     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [91]
                0.00    0.00       5/2000010     std::_Bit_reference::operator bool() const [83]
                0.00    0.00       5/1000015     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [90]
                                   5             fillOrder(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::deque<int, std::allocator<int> >&) [7]
-----------------------------------------------
                0.00    0.00       1/4000011     findSCCs(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [2]
                0.03    0.00 4000010/4000011     std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [4]
[8]     12.5    0.03    0.00 4000011         std::vector<bool, std::allocator<bool> >::begin() [8]
                0.00    0.00 4000011/4000012     std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [64]
-----------------------------------------------
                0.00    0.03 4000010/4000010     std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [4]
[9]     12.5    0.00    0.03 4000010         std::_Bit_iterator::operator[](long) const [9]
                0.01    0.01 4000010/4000011     std::operator+(std::_Bit_iterator const&, long) [17]
                0.01    0.00 4000010/4000010     std::_Bit_iterator::operator*() const [29]
-----------------------------------------------
                0.00    0.01 1000000/3000000     findSCCs(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [2]
                0.00    0.02 2000000/3000000     void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [20]
[10]    11.1    0.00    0.03 3000000         std::vector<int, std::allocator<int> >::~vector() [10]
                0.01    0.01 3000000/3000000     void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [18]
                0.00    0.00 3000000/3000000     std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [47]
                0.00    0.00 3000000/5000020     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [42]
-----------------------------------------------
                0.01    0.02       2/2           std::vector<int, std::allocator<int> >* std::__uninitialized_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long) [14]
[11]    11.1    0.01    0.02       2         std::vector<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long) [11]
                0.01    0.01 2000000/2000000     void std::_Construct<std::vector<int, std::allocator<int> >>(std::vector<int, std::allocator<int> >*) [25]
                0.00    0.00 2000000/4000000     std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [67]
-----------------------------------------------
                0.00    0.03       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [13]
[12]    11.1    0.00    0.03       2         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_default_initialize(unsigned long) [12]
                0.00    0.03       2/2           std::vector<int, std::allocator<int> >* std::__uninitialized_default_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::allocator<std::vector<int, std::allocator<int> > >&) [15]
                0.00    0.00       2/4           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [140]
-----------------------------------------------
                0.00    0.01       1/2           transposeGraph(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [16]
                0.00    0.01       1/2           main [1]
[13]    11.1    0.00    0.03       2         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [13]
                0.00    0.03       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_default_initialize(unsigned long) [12]
                0.00    0.00       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [166]
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [157]
-----------------------------------------------
                0.00    0.03       2/2           std::vector<int, std::allocator<int> >* std::__uninitialized_default_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::allocator<std::vector<int, std::allocator<int> > >&) [15]
[14]    11.1    0.00    0.03       2         std::vector<int, std::allocator<int> >* std::__uninitialized_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long) [14]
                0.01    0.02       2/2           std::vector<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long) [11]
-----------------------------------------------
                0.00    0.03       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_default_initialize(unsigned long) [12]
[15]    11.1    0.00    0.03       2         std::vector<int, std::allocator<int> >* std::__uninitialized_default_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::allocator<std::vector<int, std::allocator<int> > >&) [15]
                0.00    0.03       2/2           std::vector<int, std::allocator<int> >* std::__uninitialized_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long) [14]
-----------------------------------------------
                0.00    0.02       1/1           findSCCs(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [2]
[16]     8.6    0.00    0.02       1         transposeGraph(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [16]
                0.00    0.01       1/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [13]
                0.00    0.00 1000005/3000010     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [30]
                0.00    0.00 1000005/5000015     bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [26]
                0.00    0.00 1000000/5000010     std::vector<int, std::allocator<int> >::begin() [46]
                0.00    0.00 1000000/5000010     std::vector<int, std::allocator<int> >::end() [45]
                0.00    0.00       5/1000010     std::vector<int, std::allocator<int> >::push_back(int const&) [5]
                0.00    0.00       5/1000015     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [91]
                0.00    0.00       5/1000015     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [90]
                0.00    0.00       1/2           std::allocator<std::vector<int, std::allocator<int> > >::allocator() [149]
                0.00    0.00       1/6           std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [136]
-----------------------------------------------
                0.00    0.00       1/4000011     std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [52]
                0.01    0.01 4000010/4000011     std::_Bit_iterator::operator[](long) const [9]
[17]     8.3    0.01    0.01 4000011         std::operator+(std::_Bit_iterator const&, long) [17]
                0.00    0.01 4000011/4000011     std::_Bit_iterator::operator+=(long) [27]
-----------------------------------------------
                0.01    0.01 3000000/3000000     std::vector<int, std::allocator<int> >::~vector() [10]
[18]     8.3    0.01    0.01 3000000         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [18]
                0.01    0.00 3000000/3000000     void std::_Destroy<int*>(int*, int*) [32]
-----------------------------------------------
                0.00    0.00    7813/2000010     void std::deque<int, std::allocator<int> >::_M_push_front_aux<int const&>(int const&) [48]
                0.00    0.00  992187/2000010     std::deque<int, std::allocator<int> >::push_front(int const&) [39]
                0.01    0.00 1000010/2000010     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [6]
[19]     7.9    0.01    0.01 2000010         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [19]
                0.01    0.00 2000010/2000010     void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [40]
                0.00    0.00 2000010/5007843     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [41]
-----------------------------------------------
                0.00    0.02 2000000/2000000     void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [21]
[20]     7.4    0.00    0.02 2000000         void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [20]
                0.00    0.02 2000000/3000000     std::vector<int, std::allocator<int> >::~vector() [10]
-----------------------------------------------
                0.00    0.02       2/2           void std::_Destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [23]
[21]     7.4    0.00    0.02       2         void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [21]
                0.00    0.02 2000000/2000000     void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [20]
                0.00    0.00 2000000/4000000     std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [67]
-----------------------------------------------
                0.00    0.01       1/2           findSCCs(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [2]
                0.00    0.01       1/2           main [1]
[22]     7.4    0.00    0.02       2         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [22]
                0.00    0.02       2/2           void std::_Destroy<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [24]
                0.00    0.00       2/4           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [140]
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [158]
-----------------------------------------------
                0.00    0.02       2/2           void std::_Destroy<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [24]
[23]     7.4    0.00    0.02       2         void std::_Destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [23]
                0.00    0.02       2/2           void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [21]
-----------------------------------------------
                0.00    0.02       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [22]
[24]     7.4    0.00    0.02       2         void std::_Destroy<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [24]
                0.00    0.02       2/2           void std::_Destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [23]
-----------------------------------------------
                0.01    0.01 2000000/2000000     std::vector<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long) [11]
[25]     6.9    0.01    0.01 2000000         void std::_Construct<std::vector<int, std::allocator<int> >>(std::vector<int, std::allocator<int> >*) [25]
                0.00    0.00 2000000/3000000     std::vector<int, std::allocator<int> >::vector() [31]
                0.00    0.00 2000000/4000010     operator new(unsigned long, void*) [66]
-----------------------------------------------
                0.00    0.00 1000005/5000015     fillOrder(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::deque<int, std::allocator<int> >&) [7]
                0.00    0.00 1000005/5000015     DFSUtil(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [3]
                0.00    0.00 1000005/5000015     transposeGraph(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [16]
                0.00    0.00 2000000/5000015     findSCCs(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [2]
[26]     4.2    0.01    0.00 5000015         bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [26]
                0.00    0.00 10000030/14000070     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [60]
-----------------------------------------------
                0.00    0.01 4000011/4000011     std::operator+(std::_Bit_iterator const&, long) [17]
[27]     4.2    0.00    0.01 4000011         std::_Bit_iterator::operator+=(long) [27]
                0.01    0.00 4000011/4000011     std::_Bit_iterator_base::_M_incr(long) [28]
-----------------------------------------------
                0.01    0.00 4000011/4000011     std::_Bit_iterator::operator+=(long) [27]
[28]     4.2    0.01    0.00 4000011         std::_Bit_iterator_base::_M_incr(long) [28]
-----------------------------------------------
                0.01    0.00 4000010/4000010     std::_Bit_iterator::operator[](long) const [9]
[29]     4.2    0.01    0.00 4000010         std::_Bit_iterator::operator*() const [29]
                0.00    0.00 4000010/4000010     std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [65]
-----------------------------------------------
                0.00    0.00       5/3000010     addEdge(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, int, int) [51]
                0.00    0.00 1000000/3000010     fillOrder(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::deque<int, std::allocator<int> >&) [7]
                0.00    0.00 1000000/3000010     DFSUtil(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [3]
                0.00    0.00 1000005/3000010     transposeGraph(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [16]
[30]     4.2    0.01    0.00 3000010         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [30]
-----------------------------------------------
                0.00    0.00 1000000/3000000     findSCCs(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [2]
                0.00    0.00 2000000/3000000     void std::_Construct<std::vector<int, std::allocator<int> >>(std::vector<int, std::allocator<int> >*) [25]
[31]     4.2    0.01    0.01 3000000         std::vector<int, std::allocator<int> >::vector() [31]
                0.01    0.00 3000000/3000000     std::_Vector_base<int, std::allocator<int> >::_Vector_base() [44]
-----------------------------------------------
                0.01    0.00 3000000/3000000     void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [18]
[32]     4.2    0.01    0.00 3000000         void std::_Destroy<int*>(int*, int*) [32]
                0.00    0.00 3000000/3000000     void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [73]
-----------------------------------------------
                0.01    0.00 2007833/2007833     std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [34]
[33]     4.2    0.01    0.00 2007833         __gnu_cxx::new_allocator<int>::max_size() const [33]
                0.00    0.00 2007833/3015657     __gnu_cxx::new_allocator<int>::_M_max_size() const [68]
-----------------------------------------------
                0.00    0.00    7813/2007833     std::deque<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [50]
                0.00    0.01 2000020/2007833     std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [37]
[34]     4.2    0.00    0.01 2007833         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [34]
                0.01    0.00 2007833/2007833     __gnu_cxx::new_allocator<int>::max_size() const [33]
-----------------------------------------------
                0.00    0.00 5000010/10000020     std::vector<int, std::allocator<int> >::begin() [46]
                0.00    0.00 5000010/10000020     std::vector<int, std::allocator<int> >::end() [45]
[35]     4.2    0.01    0.00 10000020         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [35]
