Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.01 2000020/2000020     std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [38]
[36]     4.2    0.00    0.01 2000020         std::vector<int, std::allocator<int> >::max_size() const [36]
                0.00    0.01 2000020/2000020     std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [37]
                0.00    0.00 2000020/2000020     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [78]
-----------------------------------------------
                0.00    0.01 2000020/2000020     std::vector<int, std::allocator<int> >::max_size() const [36]
[37]     4.2    0.00    0.01 2000020         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [37]
                0.00    0.01 2000020/2007833     std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [34]
                0.00    0.00 2000020/2007835     unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [77]
-----------------------------------------------
                0.00    0.01 1000010/1000010     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [6]
[38]     4.2    0.00    0.01 1000010         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [38]
                0.00    0.01 2000020/2000020     std::vector<int, std::allocator<int> >::max_size() const [36]
                0.00    0.00 4000040/4000040     std::vector<int, std::allocator<int> >::size() const [62]
                0.00    0.00 1000010/1000022     unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [89]
-----------------------------------------------
                0.00    0.01 1000000/1000000     fillOrder(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::deque<int, std::allocator<int> >&) [7]
[39]     4.0    0.00    0.01 1000000         std::deque<int, std::allocator<int> >::push_front(int const&) [39]
                0.00    0.00  992187/2000010     void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [19]
                0.00    0.00    7813/7813        void std::deque<int, std::allocator<int> >::_M_push_front_aux<int const&>(int const&) [48]
-----------------------------------------------
                0.01    0.00 2000010/2000010     void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [19]
[40]     2.9    0.01    0.00 2000010         void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [40]
                0.00    0.00 2000010/5007843     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [41]
                0.00    0.00 2000010/4000010     operator new(unsigned long, void*) [66]
-----------------------------------------------
                0.00    0.00    7813/5007843     void std::deque<int, std::allocator<int> >::_M_push_front_aux<int const&>(int const&) [48]
                0.00    0.00 1000010/5007843     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [6]
                0.00    0.00 2000010/5007843     void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [19]
                0.00    0.00 2000010/5007843     void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [40]
[41]     2.1    0.01    0.00 5007843         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [41]
-----------------------------------------------
                0.00    0.00 2000020/5000020     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [6]
                0.00    0.00 3000000/5000020     std::vector<int, std::allocator<int> >::~vector() [10]
[42]     2.1    0.01    0.00 5000020         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [42]
-----------------------------------------------
                0.00    0.00 1000010/4000010     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [6]
                0.00    0.00 3000000/4000010     std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [47]
[43]     2.1    0.01    0.00 4000010         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [43]
                0.00    0.00 1000010/1007824     std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [87]
-----------------------------------------------
                0.01    0.00 3000000/3000000     std::vector<int, std::allocator<int> >::vector() [31]
[44]     2.1    0.01    0.00 3000000         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [44]
                0.00    0.00 3000000/3000000     std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [74]
-----------------------------------------------
                0.00    0.00 1000000/5000010     fillOrder(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::deque<int, std::allocator<int> >&) [7]
                0.00    0.00 1000000/5000010     DFSUtil(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [3]
                0.00    0.00 1000000/5000010     transposeGraph(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [16]
                0.00    0.00 1000000/5000010     findSCCs(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [2]
                0.00    0.00 1000010/5000010     std::vector<int, std::allocator<int> >::push_back(int const&) [5]
[45]     2.1    0.00    0.00 5000010         std::vector<int, std::allocator<int> >::end() [45]
                0.00    0.00 5000010/10000020     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [35]
-----------------------------------------------
                0.00    0.00 1000000/5000010     fillOrder(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::deque<int, std::allocator<int> >&) [7]
                0.00    0.00 1000000/5000010     DFSUtil(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [3]
                0.00    0.00 1000000/5000010     transposeGraph(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [16]
                0.00    0.00 1000000/5000010     findSCCs(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [2]
                0.00    0.00 1000010/5000010     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [6]
[46]     2.1    0.00    0.00 5000010         std::vector<int, std::allocator<int> >::begin() [46]
                0.00    0.00 5000010/10000020     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [35]
-----------------------------------------------
                0.00    0.00 3000000/3000000     std::vector<int, std::allocator<int> >::~vector() [10]
[47]     1.6    0.00    0.00 3000000         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [47]
                0.00    0.00 3000000/4000010     std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [43]
                0.00    0.00 3000000/3000000     std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [75]
-----------------------------------------------
                0.00    0.00    7813/7813        std::deque<int, std::allocator<int> >::push_front(int const&) [39]
[48]     0.1    0.00    0.00    7813         void std::deque<int, std::allocator<int> >::_M_push_front_aux<int const&>(int const&) [48]
                0.00    0.00    7813/2000010     void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [19]
                0.00    0.00    7813/7813        std::deque<int, std::allocator<int> >::max_size() const [49]
                0.00    0.00    7813/5007843     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [41]
                0.00    0.00    7813/7813        std::deque<int, std::allocator<int> >::size() const [110]
                0.00    0.00    7813/7813        std::deque<int, std::allocator<int> >::_M_reserve_map_at_front(unsigned long) [112]
                0.00    0.00    7813/7814        std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [108]
                0.00    0.00    7813/15650       std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [106]
-----------------------------------------------
                0.00    0.00    7813/7813        void std::deque<int, std::allocator<int> >::_M_push_front_aux<int const&>(int const&) [48]
[49]     0.0    0.00    0.00    7813         std::deque<int, std::allocator<int> >::max_size() const [49]
                0.00    0.00    7813/7813        std::deque<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [50]
                0.00    0.00    7813/7837        std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [107]
-----------------------------------------------
                0.00    0.00    7813/7813        std::deque<int, std::allocator<int> >::max_size() const [49]
[50]     0.0    0.00    0.00    7813         std::deque<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [50]
                0.00    0.00    7813/2007833     std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [34]
                0.00    0.00    7813/2007835     unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [77]
-----------------------------------------------
                0.00    0.00       5/5           main [1]
[51]     0.0    0.00    0.00       5         addEdge(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, int, int) [51]
                0.00    0.00       5/1000010     std::vector<int, std::allocator<int> >::push_back(int const&) [5]
                0.00    0.00       5/3000010     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [30]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [53]
[52]     0.0    0.00    0.00       1         std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [52]
                0.00    0.00       1/4000011     std::operator+(std::_Bit_iterator const&, long) [17]
                0.00    0.00       1/1           std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long) [187]
                0.00    0.00       1/2           std::_Bvector_base<std::allocator<bool> >::_S_nword(unsigned long) [160]
                0.00    0.00       1/3           unsigned long* std::__addressof<unsigned long>(unsigned long&) [142]
                0.00    0.00       1/4000012     std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [64]
-----------------------------------------------
                0.00    0.00       1/1           findSCCs(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [2]
[53]     0.0    0.00    0.00       1         std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [53]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [52]
                0.00    0.00       1/1           std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&) [192]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::_M_initialize_value(bool) [200]
-----------------------------------------------
                0.00    0.00 2000020/14000070     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [6]
                0.00    0.00 2000020/14000070     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [92]
                0.00    0.00 10000030/14000070     bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [26]
[60]     0.0    0.00    0.00 14000070         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [60]
-----------------------------------------------
                0.00    0.00 6000060/6000060     int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [81]
[61]     0.0    0.00    0.00 6000060         int* std::__niter_base<int*>(int*) [61]
-----------------------------------------------
                0.00    0.00 4000040/4000040     std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [38]
[62]     0.0    0.00    0.00 4000040         std::vector<int, std::allocator<int> >::size() const [62]
-----------------------------------------------
                0.00    0.00       4/4000016     std::_Bit_iterator::_Bit_iterator() [141]
                0.00    0.00 4000012/4000016     std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [64]
[63]     0.0    0.00    0.00 4000016         std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [63]
-----------------------------------------------
                0.00    0.00       1/4000012     std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [52]
                0.00    0.00 4000011/4000012     std::vector<bool, std::allocator<bool> >::begin() [8]
[64]     0.0    0.00    0.00 4000012         std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [64]
                0.00    0.00 4000012/4000016     std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [63]
-----------------------------------------------
                0.00    0.00 4000010/4000010     std::_Bit_iterator::operator*() const [29]
[65]     0.0    0.00    0.00 4000010         std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [65]
-----------------------------------------------
                0.00    0.00 2000000/4000010     void std::_Construct<std::vector<int, std::allocator<int> >>(std::vector<int, std::allocator<int> >*) [25]
                0.00    0.00 2000010/4000010     void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [40]
[66]     0.0    0.00    0.00 4000010         operator new(unsigned long, void*) [66]
-----------------------------------------------
                0.00    0.00 2000000/4000000     void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [21]
                0.00    0.00 2000000/4000000     std::vector<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long) [11]
[67]     0.0    0.00    0.00 4000000         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [67]
-----------------------------------------------
                0.00    0.00 1007824/3015657     __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [86]
                0.00    0.00 2007833/3015657     __gnu_cxx::new_allocator<int>::max_size() const [33]
[68]     0.0    0.00    0.00 3015657         __gnu_cxx::new_allocator<int>::_M_max_size() const [68]
-----------------------------------------------
                0.00    0.00 3000001/3000001     std::allocator<int>::allocator() [71]
[69]     0.0    0.00    0.00 3000001         __gnu_cxx::new_allocator<int>::new_allocator() [69]
-----------------------------------------------
                0.00    0.00 3000001/3000001     std::allocator<int>::~allocator() [72]
[70]     0.0    0.00    0.00 3000001         __gnu_cxx::new_allocator<int>::~new_allocator() [70]
-----------------------------------------------
                0.00    0.00       1/3000001     std::_Deque_base<int, std::allocator<int> >::_Deque_impl::_Deque_impl() [179]
                0.00    0.00 3000000/3000001     std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [74]
[71]     0.0    0.00    0.00 3000001         std::allocator<int>::allocator() [71]
                0.00    0.00 3000001/3000001     __gnu_cxx::new_allocator<int>::new_allocator() [69]
-----------------------------------------------
                0.00    0.00       1/3000001     std::_Deque_base<int, std::allocator<int> >::_Deque_impl::~_Deque_impl() [180]
                0.00    0.00 3000000/3000001     std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [75]
[72]     0.0    0.00    0.00 3000001         std::allocator<int>::~allocator() [72]
                0.00    0.00 3000001/3000001     __gnu_cxx::new_allocator<int>::~new_allocator() [70]
-----------------------------------------------
                0.00    0.00 3000000/3000000     void std::_Destroy<int*>(int*, int*) [32]
[73]     0.0    0.00    0.00 3000000         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [73]
-----------------------------------------------
                0.00    0.00 3000000/3000000     std::_Vector_base<int, std::allocator<int> >::_Vector_base() [44]
[74]     0.0    0.00    0.00 3000000         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [74]
                0.00    0.00 3000000/3000001     std::allocator<int>::allocator() [71]
                0.00    0.00 3000000/3000000     std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [76]
-----------------------------------------------
                0.00    0.00 3000000/3000000     std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [47]
[75]     0.0    0.00    0.00 3000000         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [75]
                0.00    0.00 3000000/3000001     std::allocator<int>::~allocator() [72]
-----------------------------------------------
                0.00    0.00 3000000/3000000     std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [74]
[76]     0.0    0.00    0.00 3000000         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [76]
-----------------------------------------------
                0.00    0.00       2/2007835     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [165]
                0.00    0.00    7813/2007835     std::deque<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [50]
                0.00    0.00 2000020/2007835     std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [37]
[77]     0.0    0.00    0.00 2007835         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [77]
-----------------------------------------------
                0.00    0.00 2000020/2000020     std::vector<int, std::allocator<int> >::max_size() const [36]
[78]     0.0    0.00    0.00 2000020         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [78]
-----------------------------------------------
                0.00    0.00 2000020/2000020     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [6]
[79]     0.0    0.00    0.00 2000020         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [79]
                0.00    0.00 2000020/2000020     std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [80]
-----------------------------------------------
                0.00    0.00 2000020/2000020     std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [79]
[80]     0.0    0.00    0.00 2000020         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [80]
                0.00    0.00 2000020/2000020     int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [81]
-----------------------------------------------
                0.00    0.00 2000020/2000020     std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [80]
[81]     0.0    0.00    0.00 2000020         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [81]
                0.00    0.00 6000060/6000060     int* std::__niter_base<int*>(int*) [61]
                0.00    0.00 2000020/2000020     std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [82]
-----------------------------------------------
                0.00    0.00 2000020/2000020     int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [81]
[82]     0.0    0.00    0.00 2000020         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [82]
-----------------------------------------------
                0.00    0.00       5/2000010     fillOrder(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::deque<int, std::allocator<int> >&) [7]
                0.00    0.00       5/2000010     DFSUtil(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [3]
                0.00    0.00 2000000/2000010     findSCCs(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [2]
[83]     0.0    0.00    0.00 2000010         std::_Bit_reference::operator bool() const [83]
-----------------------------------------------
                0.00    0.00 1000000/2000000     fillOrder(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::deque<int, std::allocator<int> >&) [7]
                0.00    0.00 1000000/2000000     DFSUtil(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [3]
[84]     0.0    0.00    0.00 2000000         std::_Bit_reference::operator=(bool) [84]
-----------------------------------------------
                0.00    0.00 1007824/1007824     std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [87]
[85]     0.0    0.00    0.00 1007824         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [85]
-----------------------------------------------
                0.00    0.00 1007824/1007824     std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [88]
[86]     0.0    0.00    0.00 1007824         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [86]
                0.00    0.00 1007824/3015657     __gnu_cxx::new_allocator<int>::_M_max_size() const [68]
-----------------------------------------------
                0.00    0.00    7814/1007824     std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [109]
                0.00    0.00 1000010/1007824     std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [43]
[87]     0.0    0.00    0.00 1007824         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [87]
                0.00    0.00 1007824/1007824     __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [85]
-----------------------------------------------
                0.00    0.00    7814/1007824     std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [108]
                0.00    0.00 1000010/1007824     std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [93]
[88]     0.0    0.00    0.00 1007824         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [88]
                0.00    0.00 1007824/1007824     __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [86]
-----------------------------------------------
                0.00    0.00       1/1000022     std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [184]
                0.00    0.00      11/1000022     std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) [129]
                0.00    0.00 1000010/1000022     std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [38]
[89]     0.0    0.00    0.00 1000022         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [89]
-----------------------------------------------
                0.00    0.00       5/1000015     fillOrder(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::deque<int, std::allocator<int> >&) [7]
                0.00    0.00       5/1000015     DFSUtil(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [3]
                0.00    0.00       5/1000015     transposeGraph(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [16]
                0.00    0.00 1000000/1000015     findSCCs(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [2]
[90]     0.0    0.00    0.00 1000015         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [90]
-----------------------------------------------
                0.00    0.00       5/1000015     fillOrder(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::deque<int, std::allocator<int> >&) [7]
                0.00    0.00       5/1000015     DFSUtil(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [3]
                0.00    0.00       5/1000015     transposeGraph(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [16]
                0.00    0.00 1000000/1000015     findSCCs(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [2]
[91]     0.0    0.00    0.00 1000015         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [91]
-----------------------------------------------
                0.00    0.00 1000010/1000010     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [6]
[92]     0.0    0.00    0.00 1000010         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [92]
                0.00    0.00 2000020/14000070     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [60]
-----------------------------------------------
                0.00    0.00 1000010/1000010     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [6]
[93]     0.0    0.00    0.00 1000010         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [93]
                0.00    0.00 1000010/1007824     std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [88]
-----------------------------------------------
                0.00    0.00       1/1000002     std::deque<int, std::allocator<int> >::end() [197]
                0.00    0.00 1000001/1000002     std::deque<int, std::allocator<int> >::begin() [97]
[94]     0.0    0.00    0.00 1000002         std::_Deque_iterator<int, int&, int*>::_Deque_iterator(std::_Deque_iterator<int, int&, int*> const&) [94]
-----------------------------------------------
                0.00    0.00 1000001/1000001     findSCCs(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [2]
[95]     0.0    0.00    0.00 1000001         std::deque<int, std::allocator<int> >::empty() const [95]
                0.00    0.00 1000001/1000001     std::operator==(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [98]
-----------------------------------------------
                0.00    0.00       1/1000001     std::deque<int, std::allocator<int> >::~deque() [199]
                0.00    0.00    7813/1000001     std::deque<int, std::allocator<int> >::_M_pop_front_aux() [111]
                0.00    0.00  992187/1000001     std::deque<int, std::allocator<int> >::pop_front() [103]
[96]     0.0    0.00    0.00 1000001         std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() [96]
-----------------------------------------------
                0.00    0.00       1/1000001     std::deque<int, std::allocator<int> >::~deque() [199]
                0.00    0.00 1000000/1000001     std::deque<int, std::allocator<int> >::front() [102]
[97]     0.0    0.00    0.00 1000001         std::deque<int, std::allocator<int> >::begin() [97]
                0.00    0.00 1000001/1000002     std::_Deque_iterator<int, int&, int*>::_Deque_iterator(std::_Deque_iterator<int, int&, int*> const&) [94]
-----------------------------------------------
                0.00    0.00 1000001/1000001     std::deque<int, std::allocator<int> >::empty() const [95]
[98]     0.0    0.00    0.00 1000001         std::operator==(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [98]
-----------------------------------------------
                0.00    0.00 1000000/1000000     void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [101]
